"Date","Price","Open","High","Low","Change %"
"Oct 15, 2016","3.820","3.920","3.940","3.820","-0.26"
"Oct 14, 2016","3.830","3.820","3.920","3.820","0.79"
"Oct 13, 2016","3.800","3.830","3.930","3.800","-0.78"
"Oct 12, 2016","3.830","3.800","3.830","3.790","1.06"
"Oct 11, 2016","3.790","3.830","3.840","3.750","-1.30"
"Oct 10, 2016","3.840","3.790","3.840","3.790","-0.52"
"Oct 09, 2016","3.860","3.800","3.860","3.800","1.05"
"Oct 08, 2016","3.820","3.860","3.880","3.800","0.00"
"Oct 07, 2016","3.820","3.820","3.870","3.800","-1.55"
"Oct 06, 2016","3.880","3.820","3.880","3.780","0.78"
"Oct 05, 2016","3.850","3.880","3.910","3.790","0.52"
"Oct 04, 2016","3.830","3.850","3.900","3.810","0.00"
"Oct 03, 2016","3.830","3.830","3.940","3.830","-0.52"
"Oct 02, 2016","3.850","3.830","3.860","3.820","1.05"
"Oct 01, 2016","3.810","3.850","3.860","3.810","-1.30"
"Sep 30, 2016","3.860","3.810","3.870","3.800","1.31"
"Sep 29, 2016","3.810","3.860","3.880","3.810","-0.52"
"Sep 28, 2016","3.830","3.810","3.900","3.790","-2.30"
"Sep 27, 2016","3.920","3.830","3.920","3.790","3.16"
"Sep 26, 2016","3.800","3.920","4.000","3.790","-1.81"
"Sep 25, 2016","3.870","3.800","3.870","3.800","1.04"
"Sep 24, 2016","3.830","3.870","4.060","3.830","1.06"
"Sep 23, 2016","3.790","3.830","4.200","3.770","0.80"
"Sep 22, 2016","3.760","3.790","5.050","3.760","-6.00"
"Sep 21, 2016","4.000","3.820","6.720","3.610","3.63"
"Sep 20, 2016","3.860","4.000","4.000","3.760","-0.26"
"Sep 19, 2016","3.870","3.860","3.930","3.800","1.31"
"Sep 18, 2016","3.820","3.870","3.870","3.810","0.26"
"Sep 17, 2016","3.810","3.820","3.880","3.810","0.00"
"Sep 16, 2016","3.810","3.810","3.890","3.800","-1.04"
"Sep 15, 2016","3.850","3.810","3.950","3.810","1.05"
"Sep 14, 2016","3.810","3.850","3.850","3.800","-1.80"
"Sep 13, 2016","3.880","3.810","3.880","3.800","-0.51"
"Sep 12, 2016","3.900","3.880","3.960","3.770","-1.52"
"Sep 11, 2016","3.960","3.900","4.040","3.860","0.00"
"Sep 10, 2016","3.960","3.960","4.000","3.950","-1.25"
"Sep 09, 2016","4.010","3.960","4.020","3.940","1.26"
"Sep 08, 2016","3.960","4.010","4.030","3.950","0.25"
"Sep 07, 2016","3.950","3.960","4.030","3.910","-0.25"
"Sep 06, 2016","3.960","3.950","3.980","3.910","-1.49"
"Sep 05, 2016","4.020","3.960","4.070","3.940","3.61"
"Sep 04, 2016","3.880","4.020","4.080","3.850","1.04"
"Sep 03, 2016","3.840","3.880","3.990","3.800","4.92"
"Sep 02, 2016","3.660","3.840","4.350","3.650","-2.14"
"Sep 01, 2016","3.740","3.660","3.900","3.260","-1.84"
"Aug 31, 2016","3.810","3.740","3.850","3.740","1.06"
"Aug 30, 2016","3.770","3.810","3.850","3.740","1.34"
"Aug 29, 2016","3.720","3.770","3.840","3.700","-1.59"
"Aug 28, 2016","3.780","3.720","3.780","3.620","-0.79"
"Aug 27, 2016","3.810","3.780","3.850","3.620","0.00"
"Aug 26, 2016","3.810","3.810","3.900","3.770","-0.78"
"Aug 25, 2016","3.840","3.810","3.880","3.750","-2.78"
"Aug 24, 2016","3.950","3.840","3.960","3.610","0.00"
"","","","","",""
"","Highest:417.000","Lowest:3.260","Difference:413.740","Average:31.668","Change %:8,998.734"
